protein.key_protein.Accession,protein.Description,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep1_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep2_Merged_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep3_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep1_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep2_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep3_001_Merged_Spectrum_IA_final_protein,Present_NumFiles
11948_OCAD1_HUMAN,OCIA domain-containing protein 1 OS=Homo sapiens GN=OCIAD1 PE=1 SV=1,6.8362,NaN,0.7727,1.2124,2.1543,4.0694,5
14797_RO60_HUMAN,60 kDa SS-A/Ro ribonucleoprotein OS=Homo sapiens GN=TROVE2 PE=1 SV=2,6.2592,NaN,2.7857,2.6184,6.6538,7.5195,5
17438_THTR_HUMAN,Thiosulfate sulfurtransferase OS=Homo sapiens GN=TST PE=1 SV=4,1.3289,NaN,0.3157,0.5150,0.9776,1.6252,5
14666_RM47_HUMAN,39S ribosomal protein L47_ mitochondrial OS=Homo sapiens GN=MRPL47 PE=1 SV=2,2.0498,0.6503,0.7535,0.3676,NaN,1.1567,5
2055_CAH2_HUMAN,Carbonic anhydrase 2 OS=Homo sapiens GN=CA2 PE=1 SV=2,2.6022,NaN,0.7169,1.2571,1.1011,2.1516,5
2739_CE350_HUMAN,Centrosome-associated protein 350 OS=Homo sapiens GN=CEP350 PE=1 SV=1,45.3918,NaN,31.0623,51.0472,28.0444,35.2754,5
14947_RS29_HUMAN,40S ribosomal protein S29 OS=Homo sapiens GN=RPS29 PE=1 SV=2,1.5706,0.2544,NaN,0.8173,0.9575,2.2393,5
9707_LSM12_HUMAN,Protein LSM12 homolog OS=Homo sapiens GN=LSM12 PE=1 SV=2,2.1466,NaN,0.2460,0.5283,0.7802,1.1658,5
1919_C8AP2_HUMAN,CASP8-associated protein 2 OS=Homo sapiens GN=CASP8AP2 PE=1 SV=1,17.2921,0.8750,7.5232,NaN,7.4993,12.8963,5
7630_HNRPQ_HUMAN,Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2,51.5155,NaN,17.8508,19.8172,15.9113,41.0905,5
849_ANR35_HUMAN,Ankyrin repeat domain-containing protein 35 OS=Homo sapiens GN=ANKRD35 PE=2 SV=2,1.6107,0.8556,0.6238,NaN,5.7268,0.4278,5
13997_RA1L2_HUMAN,Heterogeneous nuclear ribonucleoprotein A1-like 2 OS=Homo sapiens GN=HNRNPA1L2 PE=2 SV=2,NaN,0.1857,0.0817,0.0266,0.0204,0.2301,5
10562_MPP7_HUMAN,MAGUK p55 subfamily member 7 OS=Homo sapiens GN=MPP7 PE=1 SV=1,1.9292,2.5062,0.2969,NaN,0.7247,0.6517,5
518_ADT4_HUMAN,ADP/ATP translocase 4 OS=Homo sapiens GN=SLC25A31 PE=2 SV=1,0.1108,0.4679,3.3253,NaN,0.1482,0.8344,5
13843_PTN1_HUMAN,Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens GN=PTPN1 PE=1 SV=1,11.2943,NaN,2.0956,0.9798,2.2381,3.2441,5
7173_GRPE1_HUMAN,GrpE protein homolog 1_ mitochondrial OS=Homo sapiens GN=GRPEL1 PE=1 SV=2,7.5862,NaN,3.6297,1.9377,3.1282,5.2977,5
14909_RRFM_HUMAN,Ribosome-recycling factor_ mitochondrial OS=Homo sapiens GN=MRRF PE=1 SV=1,8.5933,0.1111,1.0833,NaN,1.2122,1.1267,5
11199_NEP1_HUMAN,Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens GN=EMG1 PE=1 SV=4,4.9250,NaN,0.5863,0.6304,1.2914,4.7148,5
16652_STML2_HUMAN,Stomatin-like protein 2_ mitochondrial OS=Homo sapiens GN=STOML2 PE=1 SV=1,15.3090,NaN,4.7845,2.5379,8.8834,6.2201,5
10479_MOB1A_HUMAN,MOB kinase activator 1A OS=Homo sapiens GN=MOB1A PE=1 SV=4,4.3843,NaN,1.3666,0.3918,0.7351,0.4422,5
14843_RPAP3_HUMAN,RNA polymerase II-associated protein 3 OS=Homo sapiens GN=RPAP3 PE=1 SV=2,6.3884,NaN,1.9920,0.9657,5.1502,18.3579,5
8173_IMPA1_HUMAN,Inositol monophosphatase 1 OS=Homo sapiens GN=IMPA1 PE=1 SV=1,3.0600,NaN,1.8929,1.6023,0.5363,2.2317,5
15798_SHOT1_HUMAN,Shootin-1 OS=Homo sapiens GN=KIAA1598 PE=1 SV=4,7.2912,NaN,1.9577,2.7938,6.2173,6.8759,5
14928_RS14_HUMAN,40S ribosomal protein S14 OS=Homo sapiens GN=RPS14 PE=1 SV=3,4.0509,7.5301,2.7957,NaN,2.1020,8.0555,5
13642_PRP31_HUMAN,U4/U6 small nuclear ribonucleoprotein Prp31 OS=Homo sapiens GN=PRPF31 PE=1 SV=2,4.8528,NaN,2.4558,2.2130,6.0545,8.2542,5
13649_PRPF3_HUMAN,U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens GN=PRPF3 PE=1 SV=2,16.1254,NaN,3.0672,0.9401,2.7967,1.9479,5
6180_FL2D_HUMAN,Pre-mRNA-splicing regulator WTAP OS=Homo sapiens GN=WTAP PE=1 SV=2,3.7198,NaN,1.1025,0.9719,1.2923,2.0857,5
8555_K2C75_HUMAN,Keratin_ type II cytoskeletal 75 OS=Homo sapiens GN=KRT75 PE=1 SV=2,1.7869,NaN,0.5523,0.3642,0.4947,0.4703,5
1942_CA123_HUMAN,UPF0587 protein C1orf123 OS=Homo sapiens GN=C1orf123 PE=1 SV=1,2.6893,NaN,0.9319,0.1556,0.1842,0.4484,5
3958_CSK_HUMAN,Tyrosine-protein kinase CSK OS=Homo sapiens GN=CSK PE=1 SV=1,3.4159,NaN,0.9454,0.7620,1.3929,2.2473,5
16679_STRN_HUMAN,Striatin OS=Homo sapiens GN=STRN PE=1 SV=4,3.6299,NaN,6.5286,0.6405,1.1433,1.9488,5
17121_TBCB_HUMAN,Tubulin-folding cofactor B OS=Homo sapiens GN=TBCB PE=1 SV=2,4.0842,NaN,1.4249,1.3246,0.8498,1.8119,5
20144_ZO1_HUMAN,Tight junction protein ZO-1 OS=Homo sapiens GN=TJP1 PE=1 SV=3,27.4160,NaN,18.2640,8.1531,13.5693,33.7141,5
13442_PPIH_HUMAN,Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens GN=PPIH PE=1 SV=1,4.4675,NaN,1.9368,0.9330,0.7325,2.0028,5
18899_VPP1_HUMAN,V-type proton ATPase 116 kDa subunit a isoform 1 OS=Homo sapiens GN=ATP6V0A1 PE=2 SV=3,19.3177,NaN,1.9200,1.1585,6.4396,1.0680,5
17_1A24_HUMAN,HLA class I histocompatibility antigen_ A-24 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=2,1.8608,NaN,0.0138,0.2524,0.0196,5.8577,5
10376_MISP_HUMAN,Mitotic interactor and substrate of PLK1 OS=Homo sapiens GN=MIPE=1 SV=1,3.5480,NaN,2.6088,1.3143,1.9199,10.7596,5
13741_PSB3_HUMAN,Proteasome subunit beta type-3 OS=Homo sapiens GN=PSMB3 PE=1 SV=2,8.8060,NaN,4.0159,2.7424,2.4657,5.1174,5
2998_CHM2A_HUMAN,Charged multivesicular body protein 2a OS=Homo sapiens GN=CHMP2A PE=1 SV=1,3.7428,NaN,1.0124,0.3471,1.2121,1.4108,5
2635_CDC73_HUMAN,Parafibromin OS=Homo sapiens GN=CDC73 PE=1 SV=1,7.4640,1.5194,NaN,1.5660,2.0686,20.9956,5
12015_OPA1_HUMAN,Dynamin-like 120 kDa protein_ mitochondrial OS=Homo sapiens GN=OPA1 PE=1 SV=3,22.1263,NaN,4.4250,1.5327,3.7504,11.1306,5
8635_KCC2B_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Homo sapiens GN=CAMK2B PE=1 SV=3,0.5426,NaN,0.2582,0.8332,0.5751,0.7111,5
9720_LSR_HUMAN,Lipolysis-stimulated lipoprotein receptor OS=Homo sapiens GN=LSR PE=1 SV=4,8.3596,NaN,2.6560,8.1104,3.1154,7.3878,5
16001_SMC1A_HUMAN,Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2,32.2940,NaN,8.0550,12.2169,17.7319,167.9852,5
1360_ATP5H_HUMAN,ATP synthase subunit d_ mitochondrial OS=Homo sapiens GN=ATP5H PE=1 SV=3,10.3269,NaN,2.6831,0.7656,3.2808,5.4283,5
14659_RM40_HUMAN,39S ribosomal protein L40_ mitochondrial OS=Homo sapiens GN=MRPL40 PE=1 SV=1,1.8937,NaN,0.2755,0.1891,0.2057,2.0421,5
8515_K1C12_HUMAN,Keratin_ type I cytoskeletal 12 OS=Homo sapiens GN=KRT12 PE=1 SV=1,3.1840,NaN,0.4517,0.4242,0.0340,0.8305,5
3102_CISD1_HUMAN,CDGSH iron-sulfur domain-containing protein 1 OS=Homo sapiens GN=CISD1 PE=1 SV=1,1.7903,NaN,0.5328,0.1946,1.4804,0.9626,5
2267_CBX5_HUMAN,Chromobox protein homolog 5 OS=Homo sapiens GN=CBX5 PE=1 SV=1,3.9056,NaN,1.1771,0.7720,1.1608,1.4228,5
14808_ROCK2_HUMAN,Rho-associated protein kinase 2 OS=Homo sapiens GN=ROCK2 PE=1 SV=4,20.4556,NaN,2.1468,8.7850,7.1658,12.0559,5
14105_RAP1B_HUMAN,Ras-related protein Rap-1b OS=Homo sapiens GN=RAP1B PE=1 SV=1,1.8794,NaN,1.2201,1.0676,0.9942,2.1720,5
7512_HIBCH_HUMAN,3-hydroxyisobutyryl-CoA hydrolase_ mitochondrial OS=Homo sapiens GN=HIBCH PE=1 SV=2,3.8287,0.1695,0.7002,NaN,6.0922,3.0112,5
6375_FUS_HUMAN,RNA-binding protein FUS OS=Homo sapiens GN=FUS PE=1 SV=1,61.2004,NaN,14.7649,12.3101,24.0016,31.3462,5
14913_RRP15_HUMAN,RRP15-like protein OS=Homo sapiens GN=RRP15 PE=1 SV=2,2.4452,NaN,0.5723,0.9455,0.7997,2.3627,5
11412_NOL6_HUMAN,Nucleolar protein 6 OS=Homo sapiens GN=NOL6 PE=1 SV=2,36.5844,NaN,3.9272,20.4411,35.2703,42.6119,5
9219_LACB2_HUMAN,Beta-lactamase-like protein 2 OS=Homo sapiens GN=LACTB2 PE=1 SV=2,1.8371,0.0512,0.8253,NaN,0.4460,1.9148,5
6183_FLII_HUMAN,Protein flightless-1 homolog OS=Homo sapiens GN=FLII PE=1 SV=2,9.2053,5.4347,NaN,6.4523,8.4613,7.6988,5
5473_ETFA_HUMAN,Electron transfer flavoprotein subunit alpha_ mitochondrial OS=Homo sapiens GN=ETFA PE=1 SV=1,21.6950,NaN,6.2233,1.7572,5.8267,4.6821,5
5269_ENAH_HUMAN,Protein enabled homolog OS=Homo sapiens GN=ENAH PE=1 SV=2,7.8934,NaN,1.6674,1.4533,3.6176,2.4671,5
17152_TBRG4_HUMAN,Protein TBRG4 OS=Homo sapiens GN=TBRG4 PE=1 SV=1,10.0769,2.5498,2.4605,NaN,2.8892,2.7838,5
7386_HBS1L_HUMAN,HBS1-like protein OS=Homo sapiens GN=HBS1L PE=1 SV=1,7.6161,NaN,2.1611,1.8124,2.9234,2.2480,5
14938_RS23_HUMAN,40S ribosomal protein S23 OS=Homo sapiens GN=RPS23 PE=1 SV=3,3.7884,3.5954,NaN,1.4636,1.5557,3.5735,5
8747_KCRU_HUMAN,Creatine kinase U-type_ mitochondrial OS=Homo sapiens GN=CKMT1A PE=1 SV=1,5.0980,NaN,2.6862,0.8853,1.9918,1.9607,5
1136_ARP19_HUMAN,cAMP-regulated phosphoprotein 19 OS=Homo sapiens GN=ARPP19 PE=1 SV=2,0.0458,NaN,0.0188,0.0074,0.4043,0.3351,5
18913_VPS36_HUMAN,Vacuolar protein-sorting-associated protein 36 OS=Homo sapiens GN=VPS36 PE=1 SV=1,2.2367,0.5105,NaN,0.7714,1.5640,1.4251,5
12489_PAF1_HUMAN,RNA polymerase II-associated factor 1 homolog OS=Homo sapiens GN=PAF1 PE=1 SV=2,4.9997,NaN,2.7521,0.7180,1.3564,3.1656,5
9840_LZIC_HUMAN,Protein LZIC OS=Homo sapiens GN=LZIC PE=1 SV=1,1.2289,NaN,0.6989,0.1695,0.6618,0.3495,5
9246_LANC1_HUMAN,LanC-like protein 1 OS=Homo sapiens GN=LANCL1 PE=1 SV=1,4.8717,NaN,0.9582,1.1141,1.0186,2.2464,5
17324_TF2B_HUMAN,Transcription initiation factor IIB OS=Homo sapiens GN=GTF2B PE=1 SV=1,2.5783,NaN,0.4643,1.3299,0.3334,1.1631,5
13961_QIL1_HUMAN,Protein QIL1 OS=Homo sapiens GN=QIL1 PE=1 SV=1,0.6500,0.0243,NaN,0.2956,0.2855,0.7204,5
995_APT_HUMAN,Adenine phosphoribosyltransferase OS=Homo sapiens GN=APRT PE=1 SV=2,10.4952,NaN,4.2106,0.8342,1.0107,4.7488,5
3403_CND3_HUMAN,Condensin complex subunit 3 OS=Homo sapiens GN=NCAPG PE=1 SV=1,20.3768,NaN,4.0463,2.2413,3.6653,6.3287,5
11977_ODPX_HUMAN,Pyruvate dehydrogenase protein X component_ mitochondrial OS=Homo sapiens GN=PDHX PE=1 SV=3,4.2537,NaN,1.4389,0.6528,3.1874,5.0801,5
1747_BPNT1_HUMAN,3'(2')_5'-bisphosphate nucleotidase 1 OS=Homo sapiens GN=BPNT1 PE=1 SV=1,3.8390,1.5891,NaN,0.4182,0.7073,1.1593,5
4802_DPM1_HUMAN,Dolichol-phosphate mannosyltransferase subunit 1 OS=Homo sapiens GN=DPM1 PE=1 SV=1,4.3277,NaN,1.3798,1.9278,0.5630,2.4330,5
16101_SNP29_HUMAN,Synaptosomal-associated protein 29 OS=Homo sapiens GN=SNAP29 PE=1 SV=1,1.5854,0.3807,1.4683,NaN,2.6917,0.6784,5
2794_CENPJ_HUMAN,Centromere protein J OS=Homo sapiens GN=CENPJ PE=1 SV=2,12.2228,NaN,1.1456,1.0326,13.1392,27.8060,5
17484_TIM44_HUMAN,Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens GN=TIMM44 PE=1 SV=2,12.9439,NaN,2.2976,2.0606,4.3717,4.6328,5
13959_QCR8_HUMAN,Cytochrome b-c1 complex subunit 8 OS=Homo sapiens GN=UQCRQ PE=1 SV=4,1.8314,0.1904,0.1002,0.3237,0.2290,NaN,5
16259_SPAS2_HUMAN,Spermatogenesis-associated serine-rich protein 2 OS=Homo sapiens GN=SPATS2 PE=1 SV=1,2.4982,1.9597,NaN,1.0432,4.5980,2.8789,5
3760_CPSF7_HUMAN,Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens GN=CPSF7 PE=1 SV=1,3.8474,0.5576,1.0714,NaN,1.6331,3.5793,5
15463_SCAM3_HUMAN,Secretory carrier-associated membrane protein 3 OS=Homo sapiens GN=SCAMP3 PE=1 SV=3,3.8333,NaN,0.6193,0.5636,2.2014,2.8821,5
599_AIP_HUMAN,AH receptor-interacting protein OS=Homo sapiens GN=AIP PE=1 SV=2,4.4918,NaN,1.3774,0.9420,1.2846,2.6044,5
4303_DAZP1_HUMAN,DAZ-associated protein 1 OS=Homo sapiens GN=DAZAP1 PE=1 SV=1,6.5540,NaN,1.6313,0.6998,1.2162,3.8095,5
614_AKA12_HUMAN,A-kinase anchor protein 12 OS=Homo sapiens GN=AKAP12 PE=1 SV=4,60.1191,NaN,29.0784,26.4619,61.9674,100.0973,5
17230_TDIF2_HUMAN,Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens GN=DNTTIP2 PE=1 SV=2,15.3511,NaN,3.1138,2.6422,4.0252,4.1918,5
297_ACADM_HUMAN,Medium-chain specific acyl-CoA dehydrogenase_ mitochondrial OS=Homo sapiens GN=ACADM PE=1 SV=1,4.0577,1.9497,NaN,1.7346,1.7320,3.3305,5
7949_IF2B2_HUMAN,Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens GN=IGF2BP2 PE=1 SV=2,36.1779,NaN,8.4709,3.1001,7.2962,8.4440,5
18379_TXD12_HUMAN,Thioredoxin domain-containing protein 12 OS=Homo sapiens GN=TXNDC12 PE=1 SV=1,2.0272,6.3123,0.3127,0.8874,NaN,0.8261,5
10015_MARE3_HUMAN,Microtubule-associated protein RP/EB family member 3 OS=Homo sapiens GN=MAPRE3 PE=1 SV=1,0.7168,NaN,0.2206,0.2490,0.1466,0.2913,5
17073_TBA3C_HUMAN,Tubulin alpha-3C/D chain OS=Homo sapiens GN=TUBA3C PE=1 SV=3,0.0729,NaN,5.8760,15.9618,6.9555,0.1898,5
17033_TAGL3_HUMAN,Transgelin-3 OS=Homo sapiens GN=TAGLN3 PE=1 SV=2,0.0590,0.0589,NaN,0.3037,0.1078,0.4375,5
3358_CMC1_HUMAN,Calcium-binding mitochondrial carrier protein Aralar1 OS=Homo sapiens GN=SLC25A12 PE=1 SV=2,10.6722,NaN,2.1255,0.4732,7.2777,1.4297,5
15347_SAE1_HUMAN,SUMO-activating enzyme subunit 1 OS=Homo sapiens GN=SAE1 PE=1 SV=1,8.9845,NaN,1.8158,3.9863,1.4228,5.2471,5
3762_CPT1A_HUMAN,Carnitine O-palmitoyltransferase 1_ liver isoform OS=Homo sapiens GN=CPT1A PE=1 SV=2,25.3523,NaN,4.4743,6.1828,5.6687,14.0753,5
6525_GAPD1_HUMAN,GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens GN=GAPVD1 PE=1 SV=2,24.4695,NaN,5.9067,3.1713,7.0205,22.3498,5
16149_SNX3_HUMAN,Sorting nexin-3 OS=Homo sapiens GN=SNX3 PE=1 SV=3,0.7414,NaN,0.2627,0.5161,0.3502,0.9185,5
12542_PAPOB_HUMAN,Poly(A) polymerase beta OS=Homo sapiens GN=PAPOLB PE=2 SV=1,1.1979,0.2342,0.4541,NaN,0.3363,0.1451,5
10703_MTDC_HUMAN,Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase_ mitochondrial OS=Homo sapiens GN=MTHFD2 PE=1 SV=2,4.1575,NaN,1.7052,0.8502,1.2155,1.6443,5
18521_UBF1_HUMAN,Nucleolar transcription factor 1 OS=Homo sapiens GN=UBTF PE=1 SV=1,19.5852,NaN,5.2529,2.5877,3.8771,6.9057,5
12609_PBDC1_HUMAN,Protein PBDC1 OS=Homo sapiens GN=PBDC1 PE=1 SV=1,0.8008,NaN,0.4053,0.1486,0.6086,0.2375,5
4118_CUL4A_HUMAN,Cullin-4A OS=Homo sapiens GN=CUL4A PE=1 SV=3,40.9737,NaN,4.2777,6.9599,3.3121,13.9250,5
16341_SPIT2_HUMAN,Kunitz-type protease inhibitor 2 OS=Homo sapiens GN=SPINT2 PE=1 SV=2,1.7882,NaN,0.5048,0.4524,1.1290,1.1715,5
14575_RL18A_HUMAN,60S ribosomal protein L18a OS=Homo sapiens GN=RPL18A PE=1 SV=2,12.4574,1.0459,NaN,5.3639,2.8096,9.3647,5
91_2ABD_HUMAN,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform OS=Homo sapiens GN=PPP2R2D PE=2 SV=1,0.0687,NaN,0.2032,0.1167,0.4733,0.0541,5
4440_DDX24_HUMAN,ATP-dependent RNA helicase DDX24 OS=Homo sapiens GN=DDX24 PE=1 SV=1,9.0971,NaN,5.3668,1.7213,6.2001,5.3590,5
17219_TCRG1_HUMAN,Transcription elongation regulator 1 OS=Homo sapiens GN=TCERG1 PE=1 SV=2,19.1137,NaN,9.0117,6.4184,10.3190,23.8785,5
2737_CE290_HUMAN,Centrosomal protein of 290 kDa OS=Homo sapiens GN=CEP290 PE=1 SV=2,53.2559,NaN,19.8897,46.4712,105.0765,56.1921,5
11413_NOL7_HUMAN,Nucleolar protein 7 OS=Homo sapiens GN=NOL7 PE=1 SV=2,1.1988,0.1281,NaN,0.7749,0.9728,1.8711,5
15014_RT33_HUMAN,28S ribosomal protein S33_ mitochondrial OS=Homo sapiens GN=MRPS33 PE=1 SV=1,0.3035,NaN,0.1146,0.1261,0.1040,0.2010,5
19169_XPP1_HUMAN,Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3,24.9307,NaN,9.6745,3.2126,3.8230,4.2094,5
19038_WDR75_HUMAN,WD repeat-containing protein 75 OS=Homo sapiens GN=WDR75 PE=1 SV=1,11.3911,NaN,6.1043,2.4200,5.5271,4.9590,5
14669_RM50_HUMAN,39S ribosomal protein L50_ mitochondrial OS=Homo sapiens GN=MRPL50 PE=1 SV=2,0.2946,NaN,0.4419,0.2456,0.5021,0.4405,5
11141_NDUF3_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 OS=Homo sapiens GN=NDUFAF3 PE=1 SV=1,0.5975,NaN,0.3582,0.3012,0.2696,0.7727,5
8410_IWS1_HUMAN,Protein IWS1 homolog OS=Homo sapiens GN=IWS1 PE=1 SV=2,13.3579,NaN,1.9430,1.6253,7.0076,7.2905,5
902_AP1M2_HUMAN,AP-1 complex subunit mu-2 OS=Homo sapiens GN=AP1M2 PE=1 SV=4,1.0110,1.8563,0.7509,NaN,0.7061,1.8965,5
1787_BRX1_HUMAN,Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens GN=BRIX1 PE=1 SV=2,8.8666,12.7094,NaN,2.0402,1.7257,1.9553,5
248_ABCD3_HUMAN,ATP-binding cassette sub-family D member 3 OS=Homo sapiens GN=ABCD3 PE=1 SV=1,23.1363,NaN,3.5236,3.5284,8.2727,2.9640,5
4940_DUS3_HUMAN,Dual specificity protein phosphatase 3 OS=Homo sapiens GN=DUSP3 PE=1 SV=1,0.6917,1.1930,0.2969,NaN,0.3270,0.3836,5
13440_PPIF_HUMAN,Peptidyl-prolyl cis-trans isomerase F_ mitochondrial OS=Homo sapiens GN=PPIF PE=1 SV=1,1.9231,NaN,0.7658,0.7603,1.3956,0.8243,5
18012_TRA2A_HUMAN,Transformer-2 protein homolog alpha OS=Homo sapiens GN=TRA2A PE=1 SV=1,6.6439,NaN,0.6160,0.8156,2.9064,6.9112,5
14003_RAB12_HUMAN,Ras-related protein Rab-12 OS=Homo sapiens GN=RAB12 PE=1 SV=3,0.5540,NaN,0.5287,0.1356,0.0584,0.5219,5
3099_CIR1A_HUMAN,Cirhin OS=Homo sapiens GN=CIRH1A PE=1 SV=1,11.5733,NaN,1.9685,1.0787,7.3446,4.3173,5
8854_KIF5C_HUMAN,Kinesin heavy chain isoform 5C OS=Homo sapiens GN=KIF5C PE=1 SV=1,15.5003,NaN,0.4852,1.9950,4.0590,4.1096,5
6157_FIS1_HUMAN,Mitochondrial fission 1 protein OS=Homo sapiens GN=FIS1 PE=1 SV=2,1.7949,0.1357,0.0976,NaN,0.2201,0.2749,5
7887_I5P2_HUMAN,Type II inositol 1_4_5-trisphosphate 5-phosphatase OS=Homo sapiens GN=INPP5B PE=1 SV=4,3.3831,1.1317,3.6418,NaN,4.4046,11.0116,5
1055_ARHG1_HUMAN,Rho guanine nucleotide exchange factor 1 OS=Homo sapiens GN=ARHGEF1 PE=1 SV=2,7.7238,NaN,3.3483,1.9359,1.7663,4.5848,5
7392_HCFC1_HUMAN,Host cell factor 1 OS=Homo sapiens GN=HCFC1 PE=1 SV=2,57.8643,5.9953,11.7841,NaN,15.7381,26.0059,5
11332_NKRF_HUMAN,NF-kappa-B-repressing factor OS=Homo sapiens GN=NKRF PE=1 SV=2,3.9577,NaN,1.2176,1.7664,1.3236,2.7943,5
8352_IST1_HUMAN,IST1 homolog OS=Homo sapiens GN=IST1 PE=1 SV=1,5.2275,NaN,0.9303,1.0580,1.7280,2.7304,5
1680_BLMH_HUMAN,Bleomycin hydrolase OS=Homo sapiens GN=BLMH PE=1 SV=1,9.7444,1.8176,NaN,1.9699,5.9120,7.3350,5
16495_SRS11_HUMAN,Serine/arginine-rich splicing factor 11 OS=Homo sapiens GN=SRSF11 PE=1 SV=1,11.8033,NaN,4.1363,1.7799,3.7679,5.9784,5
5080_EEA1_HUMAN,Early endosome antigen 1 OS=Homo sapiens GN=EEA1 PE=1 SV=2,105.5721,NaN,3.7712,5.4176,10.5485,13.0225,5
18105_TRI72_HUMAN,Tripartite motif-containing protein 72 OS=Homo sapiens GN=TRIM72 PE=1 SV=2,14.4004,NaN,4.1120,1.5802,0.9783,4.3048,5
7431_HEBP1_HUMAN,Heme-binding protein 1 OS=Homo sapiens GN=HEBP1 PE=1 SV=1,2.2301,NaN,0.6043,0.3790,0.5728,1.5695,5
8520_K1C17_HUMAN,Keratin_ type I cytoskeletal 17 OS=Homo sapiens GN=KRT17 PE=1 SV=2,3.4551,NaN,0.1369,2.3126,3.2048,0.3296,5
5817_FA50B_HUMAN,Protein FAM50B OS=Homo sapiens GN=FAM50B PE=1 SV=1,6.9870,NaN,0.1050,0.1322,0.1322,3.7972,5
9256_LAR4B_HUMAN,La-related protein 4B OS=Homo sapiens GN=LARP4B PE=1 SV=3,10.1456,NaN,4.6088,2.4944,2.0324,3.5940,5
14039_RAB4A_HUMAN,Ras-related protein Rab-4A OS=Homo sapiens GN=RAB4A PE=1 SV=3,0.1842,0.0808,0.2548,NaN,0.1514,0.2275,5
3876_CRLF3_HUMAN,Cytokine receptor-like factor 3 OS=Homo sapiens GN=CRLF3 PE=1 SV=2,9.2705,NaN,0.4962,1.2219,1.6345,6.9238,5
13784_PSME4_HUMAN,Proteasome activator complex subunit 4 OS=Homo sapiens GN=PSME4 PE=1 SV=2,18.1926,NaN,3.2057,2.7711,5.1915,5.3026,5
9483_LMAN1_HUMAN,Protein ERGIC-53 OS=Homo sapiens GN=LMAN1 PE=1 SV=2,4.2001,NaN,1.3071,4.8401,2.2149,3.3304,5
20199_ZYX_HUMAN,Zyxin OS=Homo sapiens GN=ZYX PE=1 SV=1,6.7034,3.7021,NaN,2.5733,4.3445,5.6186,5
7639_HOOK1_HUMAN,Protein Hook homolog 1 OS=Homo sapiens GN=HOOK1 PE=1 SV=2,13.8220,NaN,6.6946,2.1719,5.2470,9.4627,5
4411_DD19B_HUMAN,ATP-dependent RNA helicase DDX19B OS=Homo sapiens GN=DDX19B PE=1 SV=1,2.9546,NaN,0.7253,1.7183,0.6500,0.8689,5
5008_E2AK2_HUMAN,Interferon-induced_ double-stranded RNA-activated protein kinase OS=Homo sapiens GN=EIF2AK2 PE=1 SV=2,6.9641,NaN,1.7899,2.2111,4.5940,3.2328,5
18288_TTC1_HUMAN,Tetratricopeptide repeat protein 1 OS=Homo sapiens GN=TTC1 PE=1 SV=1,0.8671,0.3386,NaN,0.6099,0.4575,0.7593,5
7651_HPCL1_HUMAN,Hippocalcin-like protein 1 OS=Homo sapiens GN=HPCAL1 PE=1 SV=3,4.0173,NaN,0.9398,0.3298,1.4475,1.6002,5
16330_SPI2_HUMAN,Serpin I2 OS=Homo sapiens GN=SERPINI2 PE=1 SV=1,0.2478,0.0513,NaN,0.2035,1.1427,0.3891,5
14044_RAB6A_HUMAN,Ras-related protein Rab-6A OS=Homo sapiens GN=RAB6A PE=1 SV=3,11.1923,NaN,3.7230,0.9823,0.8337,2.3771,5
7649_HPBP1_HUMAN,Hsp70-binding protein 1 OS=Homo sapiens GN=HSPBP1 PE=1 SV=1,4.1549,2.1462,1.0352,NaN,0.6187,2.0431,5
