protein.Accession,protein.Description,1 None,2 None,3 None,1 TGFB,2 TGFB,3 TGFB
P08243,Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens GN=ASNS PE=1 SV=4,96.3318,236.7642,487.1301,592.7835,286.2972,245.6379
Q9UNM6,26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens GN=PSMD13 PE=1 SV=2,232.1064,422.5515,2413.7106,798.3555,611.463,459.4467
P21589,5'-nucleotidase OS=Homo sapiens GN=NT5E PE=1 SV=1,187.4808,716.1339,2943.4707,1183.3065,693.6204,650.2185
Q7L523,Ras-related GTP-binding protein A OS=Homo sapiens GN=RRAGA PE=1 SV=1,156.8979,148.8945,625.8468,284.1042,177.8496,98.9172
Q9NRR5,Ubiquilin-4 OS=Homo sapiens GN=UBQLN4 PE=1 SV=2,27.8991,29.2749,77.7243,63.768,37.6575,30.8379
Q92769,Histone deacetylase 2 OS=Homo sapiens GN=HDAC2 PE=1 SV=2,98.1279,276.6135,1632.3021,492.9948,476.0553,223.2675
O95819,Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens GN=MAP4K4 PE=1 SV=2,124.3758,110.9037,378.4698,174.0885,104.5443,110.2008
Q96AE4,Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=3,447.81,192.7395,1451.4231,394.8975,304.2627,280.5834
O95817,BAG family molecular chaperone regulator 3 OS=Homo sapiens GN=BAG3 PE=1 SV=3,267.3021,371.2998,1779.153,757.7091,429.4548,375.8721
Q92945,Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=4,309.5574,301.0707,1734.9834,637.2591,446.9643,401.0469
Q99798,Aconitate hydratase_ mitochondrial OS=Homo sapiens GN=ACO2 PE=1 SV=2,121.5831,247.1124,1256.7369,516.4887,522.3309,337.9266
Q96CT7,Coiled-coil domain-containing protein 124 OS=Homo sapiens GN=CCDC124 PE=1 SV=1,89.5902,120.9906,307.9617,151.0548,78.0285,150.8793
O43776,Asparagine--tRNA ligase_ cytoplasmic OS=Homo sapiens GN=NARS PE=1 SV=1,240.6342,473.9082,1662.7653,901.7661,778.7931,434.0262
P10155,60 kDa SS-A/Ro ribonucleoprotein OS=Homo sapiens GN=TROVE2 PE=1 SV=2,317.1177,196.1109,1927.8669,729.0279,641.604,418.266
P52788,Spermine synthase OS=Homo sapiens GN=SMS PE=1 SV=2,120.1701,294.036,1512.9543,596.8374,202.1247,167.3052
P46087,Putative ribosomal RNA methyltransferase NOP2 OS=Homo sapiens GN=NOP2 PE=1 SV=2,192.183,182.1729,470.1879,310.704,236.9343,182.9142
P46734,Dual specificity mitogen-activated protein kinase kinase 3 OS=Homo sapiens GN=MAP2K3 PE=1 SV=2,34.8567,225.4806,1003.1517,489.3375,347.6214,228.2016
Q8NHW5,60S acidic ribosomal protein P0-like OS=Homo sapiens GN=RPLP0P6 PE=5 SV=1,72.45,103.6143,137.6631,158.3562,69.0858,45.2262
P12109,Collagen alpha-1(VI) chain OS=Homo sapiens GN=COL6A1 PE=1 SV=3,427.4838,397.3335,1700.1351,639.4485,355.3644,315.1284
Q58FF8,Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens GN=HSP90AB2P PE=1 SV=2,24.0984,28.182,455.3202,161.5119,52.8504,19.7142
P43121,Cell surface glycoprotein MUC18 OS=Homo sapiens GN=MCAM PE=1 SV=2,90.6666,138.1998,972.5913,294.9837,177.1032,162.1125
Q99805,Transmembrane 9 superfamily member 2 OS=Homo sapiens GN=TM9SF2 PE=1 SV=1,86.3916,233.8935,308.3721,123.8037,64.0926,202.4565
Q58FF6,Putative heat shock protein HSP 90-beta 4 OS=Homo sapiens GN=HSP90AB4P PE=5 SV=1,12.2922,17.0415,96.9603,217.5915,26.58,18.2514
Q58FF7,Putative heat shock protein HSP 90-beta-3 OS=Homo sapiens GN=HSP90AB3P PE=5 SV=1,11.8602,26.5878,190.1814,38.7465,23.2554,29.0742
Q58FF3,Putative endoplasmin-like protein OS=Homo sapiens GN=HSP90B2P PE=5 SV=1,4.9503,22.5207,222.1125,55.278,11.3496,167.4138
Q15907,Ras-related protein Rab-11B OS=Homo sapiens GN=RAB11B PE=1 SV=4,136.3242,177.1194,1066.6806,383.8341,310.8186,167.7141
O43175,D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4,180.1788,274.0968,1225.425,799.1439,502.6317,317.5401
O94851,Protein-methionine sulfoxide oxidase MICAL2 OS=Homo sapiens GN=MICAL2 PE=1 SV=1,73.7844,280.6617,672.2409,359.0304,318.9912,202.1637
O75306,NADH dehydrogenase [ubiquinone] iron-sulfur protein 2_ mitochondrial OS=Homo sapiens GN=NDUFS2 PE=1 SV=2,26.9958,35.6439,358.263,175.5174,119.211,103.215
Q13098,COP9 signalosome complex subunit 1 OS=Homo sapiens GN=GPS1 PE=1 SV=4,228.1404,285.5331,1292.8527,737.9718,312.6246,289.9197
P26358,DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens GN=DNMT1 PE=1 SV=2,274.044,177.8958,724.9347,475.5573,262.3206,194.9541
P26599,Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1 PE=1 SV=1,596.1774,1239.5094,5074.29,2011.683,1959.2436,1168.4907
O14964,Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens GN=HGS PE=1 SV=1,89.2413,80.2425,638.8404,414.9366,157.8627,135.9168
O43399,Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2,90.8526,289.3605,2085.1461,628.1103,515.6295,300.2721
P24844,Myosin regulatory light polypeptide 9 OS=Homo sapiens GN=MYL9 PE=1 SV=4,506.7078,762.7614,625.8537,1395.4464,1109.076,1188.5871
O43390,Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1,384.5091,195.1893,1128.7917,670.7259,381.0738,349.3752
P07954,Fumarate hydratase_ mitochondrial OS=Homo sapiens GN=FH PE=1 SV=3,36.0552,294.8847,753.1488,438.2829,437.2779,234.0411
Q9BQA9,Uncharacterized protein C17orf62 OS=Homo sapiens GN=C17orf62 PE=1 SV=1,247.9107,138.6408,788.6859,203.9478,79.0737,90.6984
P09874,Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4,558.4512,233.286,998.4726,344.5788,373.5885,190.2213
P23528,Cofilin-1 OS=Homo sapiens GN=CFL1 PE=1 SV=3,561.4875,1038.9726,4802.562,2040.0891,1273.1904,1319.4213
Q9BQA1,Methylosome protein 50 OS=Homo sapiens GN=WDR77 PE=1 SV=1,150.0666,84.1176,468.4083,243.3423,148.2747,33.7575
Q00839,Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6,479.2893,726.4443,3055.29,1410.1851,1232.3688,657.4101
P82650,28S ribosomal protein S22_ mitochondrial OS=Homo sapiens GN=MRPS22 PE=1 SV=1,55.0611,62.9769,266.6457,144.2169,120.9438,87.0156
Q14694,Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens GN=USP10 PE=1 SV=2,169.7148,195.8523,765.4761,453.6459,265.2096,161.526
O43488,Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens GN=AKR7A2 PE=1 SV=3,91.1604,179.8647,621.9501,353.1657,245.0517,74.7936
O60271,C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens GN=SPAG9 PE=1 SV=4,296.8908,784.9164,534.1902,135.2928,983.0718,113.3415
P26006,Integrin alpha-3 OS=Homo sapiens GN=ITGA3 PE=1 SV=5,183.6072,198.876,1405.1373,407.7417,226.7163,233.0127
Q9ULT8,E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens GN=HECTD1 PE=1 SV=3,66.7815,90.4413,1645.2285,268.2885,332.4255,101.79
Q6PIU2,Neutral cholesterol ester hydrolase 1 OS=Homo sapiens GN=NCEH1 PE=1 SV=3,203.1843,208.1889,1143.8115,477.9315,246.6453,266.7969
Q86Y46,Keratin_ type II cytoskeletal 73 OS=Homo sapiens GN=KRT73 PE=1 SV=1,6.5193,11.1159,212.2047,49.2753,13.3692,6.9414
P19367,Hexokinase-1 OS=Homo sapiens GN=HK1 PE=1 SV=3,249.8397,506.3166,2661.5712,770.9382,601.6536,460.3332
O14818,Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1,135.8649,413.6388,1391.6163,594.2373,491.7408,405.6498
Q15654,Thyroid receptor-interacting protein 6 OS=Homo sapiens GN=TRIP6 PE=1 SV=3,184.7547,165.8376,905.2464,394.6911,206.4684,153.0906
Q15650,Activating signal cointegrator 1 OS=Homo sapiens GN=TRIP4 PE=1 SV=4,126.9603,80.79,272.0811,298.9545,158.7057,203.2572
Q13435,Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2,248.2596,130.3494,763.7475,261.6384,169.4478,152.6997
Q9UPT5,Exocyst complex component 7 OS=Homo sapiens GN=EXOC7 PE=1 SV=3,33.1122,85.0833,358.3965,160.1883,320.0532,51.954
Q13439,Golgin subfamily A member 4 OS=Homo sapiens GN=GOLGA4 PE=1 SV=1,477.1092,202.0533,1895.121,644.5341,306.4134,222.5178
Q8NC51,Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2,661.563,246.0867,659.0052,552.2526,221.6997,315.7755
Q96HY6,DDRGK domain-containing protein 1 OS=Homo sapiens GN=DDRGK1 PE=1 SV=2,79.1787,86.4594,387.6939,287.55,163.227,325.7262
Q92974,Rho guanine nucleotide exchange factor 2 OS=Homo sapiens GN=ARHGEF2 PE=1 SV=4,90.1647,145.8933,575.7552,163.9974,182.973,122.9952
Q6DD88,Atlastin-3 OS=Homo sapiens GN=ATL3 PE=1 SV=1,128.7036,346.4559,2154.7914,923.9283,453.0045,368.9439
P11117,Lysosomal acid phosphatase OS=Homo sapiens GN=ACP2 PE=1 SV=3,101.5446,102.3345,244.9158,70.2717,100.3473,96.8553
P01116,GTPase KRas OS=Homo sapiens GN=KRAS PE=1 SV=1,28.3806,51.4158,217.4607,211.9104,95.9511,121.8108
P10620,Microsomal glutathione S-transferase 1 OS=Homo sapiens GN=MGST1 PE=1 SV=1,152.0298,649.0035,852.0984,191.547,333.8619,158.646
Q9BRA2,Thioredoxin domain-containing protein 17 OS=Homo sapiens GN=TXNDC17 PE=1 SV=1,30.7533,169.002,730.8219,245.6949,185.9103,112.3548
Q27J81,Inverted formin-2 OS=Homo sapiens GN=INF2 PE=1 SV=2,196.8738,296.2638,1138.2795,424.0623,390.6243,228.8871
Q9UBP6,tRNA (guanine-N(7)-)-methyltransferase OS=Homo sapiens GN=METTL1 PE=1 SV=1,80.583,69.6273,323.8389,193.467,138.3102,100.5927
P06576,ATP synthase subunit beta_ mitochondrial OS=Homo sapiens GN=ATP5B PE=1 SV=3,2320.2807,1580.9355,7477.359,2714.6808,2323.068,1376.4054
P60900,Proteasome subunit alpha type-6 OS=Homo sapiens GN=PSMA6 PE=1 SV=1,245.895,566.0655,1808.8377,831.0234,620.1504,533.6928
P11021,78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2,796.644,1297.1658,5846.28,2168.193,1538.5107,1593.7323
P12004,Proliferating cell nuclear antigen OS=Homo sapiens GN=PCNA PE=1 SV=1,261.1263,517.227,2564.0148,737.8365,522.7341,518.2347
Q9H2P9,Diphthine synthase OS=Homo sapiens GN=DPH5 PE=1 SV=2,56.7318,53.7306,362.6841,129.7269,119.6805,108.4779
Q63ZY3,KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens GN=KANK2 PE=1 SV=1,67.9404,89.1156,412.3305,218.0421,118.1307,88.4142
Q13885,Tubulin beta-2A chain OS=Homo sapiens GN=TUBB2A PE=1 SV=1,314.4384,811.5297,3533.889,1447.5339,929.1369,756.7587
O00148,ATP-dependent RNA helicase DDX39A OS=Homo sapiens GN=DDX39A PE=1 SV=2,215.856,189.6582,509.9013,377.5815,335.0187,207.1044
Q96TC7,Regulator of microtubule dynamics protein 3 OS=Homo sapiens GN=FAM82A2 PE=1 SV=2,16.0425,62.6058,282.5829,141.0237,119.2518,70.7331
O43237,Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens GN=DYNC1LI2 PE=1 SV=1,23.7462,190.3176,1334.1918,431.2743,247.8048,209.532
Q01814,Plasma membrane calcium-transporting ATPase 2 OS=Homo sapiens GN=ATP2B2 PE=1 SV=2,24.9801,42.5451,111.1272,66.6045,14.589,26.4573
Q5VYK3,Proteasome-associated protein ECM29 homolog OS=Homo sapiens GN=ECM29 PE=1 SV=2,81.8964,187.2519,800.6007,260.0358,305.5545,166.4223
P48643,T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=1 SV=1,348.9702,752.976,4108.143,1439.0496,1290.9849,1090.7508
Q15800,Methylsterol monooxygenase 1 OS=Homo sapiens GN=MSMO1 PE=1 SV=1,22.7724,70.5771,174.2679,64.9041,154.5882,57.4083
P55010,Eukaryotic translation initiation factor 5 OS=Homo sapiens GN=EIF5 PE=1 SV=2,100.224,139.2573,933.3912,464.667,358.3626,183.8538
Q9NV70,Exocyst complex component 1 OS=Homo sapiens GN=EXOC1 PE=1 SV=4,188.6937,125.1093,414.0732,97.578,199.1052,118.8375
P52209,6-phosphogluconate dehydrogenase_ decarboxylating OS=Homo sapiens GN=PGD PE=1 SV=3,373.5915,511.7142,2639.0631,950.1141,552.8331,491.0655
P50213,Isocitrate dehydrogenase [NAD] subunit alpha_ mitochondrial OS=Homo sapiens GN=IDH3A PE=1 SV=1,142.0851,69.0207,957.5529,255.4998,147.1665,51.9936
P30048,Thioredoxin-dependent peroxide reductase_ mitochondrial OS=Homo sapiens GN=PRDX3 PE=1 SV=3,161.8269,454.0692,2662.8516,927.6729,445.7589,433.1793
Q16720,Plasma membrane calcium-transporting ATPase 3 OS=Homo sapiens GN=ATP2B3 PE=1 SV=3,68.0952,20.2056,139.5495,170.4807,53.9385,13.9002
Q8N8S7,Protein enabled homolog OS=Homo sapiens GN=ENAH PE=1 SV=2,65.8668,180.3129,1063.5492,522.8106,303.3822,288.186
P30041,Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3,1010.1462,1178.4294,6217.191,1895.0484,1462.1943,1323.4644
P30043,Flavin reductase (NADPH) OS=Homo sapiens GN=BLVRB PE=1 SV=3,99.5589,167.3358,1461.6804,475.9023,287.8245,286.8168
P30044,Peroxiredoxin-5_ mitochondrial OS=Homo sapiens GN=PRDX5 PE=1 SV=4,40.7091,293.3703,1219.2795,408.9072,414.0888,363.0504
P30046,D-dopachrome decarboxylase OS=Homo sapiens GN=DDT PE=1 SV=3,110.4681,142.3155,907.4409,356.0094,156.2502,151.8642
O14558,Heat shock protein beta-6 OS=Homo sapiens GN=HSPB6 PE=1 SV=2,122.6823,281.9469,2526.4053,313.0659,500.5107,311.7828
Q12931,Heat shock protein 75 kDa_ mitochondrial OS=Homo sapiens GN=TRAP1 PE=1 SV=3,169.1703,173.6025,1041.8217,265.9203,161.9562,171.9096
Q9Y678,Coatomer subunit gamma-1 OS=Homo sapiens GN=COPG1 PE=1 SV=1,546.2766,511.0419,2361.7116,1097.5242,787.92,412.6296
Q9Y679,Ancient ubiquitous protein 1 OS=Homo sapiens GN=AUP1 PE=1 SV=1,34.5276,28.5378,95.6649,65.517,47.2023,26.2182
P55786,Puromycin-sensitive aminopeptidase OS=Homo sapiens GN=NPEPPS PE=1 SV=2,422.2368,459.3516,1787.511,701.6748,513.0894,493.3977
Q9BV20,Methylthioribose-1-phosphate isomerase OS=Homo sapiens GN=MRI1 PE=1 SV=1,51.2001,73.8903,244.3326,127.8438,113.1636,77.5065
P37837,Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2,445.5474,585.5868,5362.935,1582.0581,1093.7484,610.1265
Q9NP72,Ras-related protein Rab-18 OS=Homo sapiens GN=RAB18 PE=1 SV=1,99.4935,135.129,462.1938,362.8749,84.4848,159.918
Q9UBB4,Ataxin-10 OS=Homo sapiens GN=ATXN10 PE=1 SV=1,82.2141,148.4484,695.6418,292.6527,226.0446,155.8083
P13667,Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2,187.0029,517.1118,2519.6928,1108.7964,612.4182,492.0492
Q9Y696,Chloride intracellular channel protein 4 OS=Homo sapiens GN=CLIC4 PE=1 SV=4,239.7576,660.2544,3090.687,1106.6961,555.261,470.58
Q9Y697,Cysteine desulfurase_ mitochondrial OS=Homo sapiens GN=NFS1 PE=1 SV=3,33.0552,95.4639,489.7209,225.237,127.3209,91.0884
P35749,Myosin-11 OS=Homo sapiens GN=MYH11 PE=1 SV=3,425.2056,279.9009,3086.709,1217.9919,239.7909,130.5426
O15056,Synaptojanin-2 OS=Homo sapiens GN=SYNJ2 PE=1 SV=3,219.7575,103.7709,302.8722,116.022,133.9398,155.2455
O00567,Nucleolar protein 56 OS=Homo sapiens GN=NOP56 PE=1 SV=4,97.9872,146.8527,771.2436,297.5319,295.8681,195.4422
Q9C0C2,182 kDa tankyrase-1-binding protein OS=Homo sapiens GN=TNKS1BP1 PE=1 SV=4,66.4965,76.0749,439.6365,145.8891,121.824,89.4246
Q00587,Cdc42 effector protein 1 OS=Homo sapiens GN=CDC42EP1 PE=1 SV=1,56.0085,42.3663,114.0042,111.2784,66.9153,33.8058
Q15008,26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens GN=PSMD6 PE=1 SV=1,561.39,485.2884,2417.0988,854.0262,625.3692,427.152
O00764,Pyridoxal kinase OS=Homo sapiens GN=PDXK PE=1 SV=1,81.024,118.0335,697.947,352.9161,148.1925,148.7667
P39656,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens GN=DDOST PE=1 SV=4,551.2326,751.803,2644.6092,1009.0902,781.773,584.3607
Q12849,G-rich sequence factor 1 OS=Homo sapiens GN=GRSF1 PE=1 SV=3,30.8043,130.8255,515.487,172.0269,192.6522,216.9852
Q9BTW9,Tubulin-specific chaperone D OS=Homo sapiens GN=TBCD PE=1 SV=2,232.8609,81.5748,313.2819,190.0704,126.0225,75.5907
P78330,Phosphoserine phosphatase OS=Homo sapiens GN=PSPH PE=1 SV=2,29.9448,43.3713,149.0319,30.2151,68.8695,39.633
P18085,ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3,551.9004,559.7208,1365.2598,910.7751,887.7894,724.2663
O75828,Carbonyl reductase [NADPH] 3 OS=Homo sapiens GN=CBR3 PE=1 SV=3,82.503,53.5689,177.528,126.2088,51.1464,49.3839
Q08209,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens GN=PPP3CA PE=1 SV=1,97.5276,191.1672,658.8306,140.2482,116.9004,100.5051
O75533,Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3,110.9178,274.9779,1280.0505,539.4393,370.8237,235.6191
O75534,Cold shock domain-containing protein E1 OS=Homo sapiens GN=CSDE1 PE=1 SV=2,86.0412,100.7979,1151.6166,362.6577,223.824,109.6947
P09651,Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5,545.3091,848.9166,5995.095,1805.802,1810.7136,1360.0056
Q8NFV4,Alpha/beta hydrolase domain-containing protein 11 OS=Homo sapiens GN=ABHD11 PE=1 SV=1,76.0311,87.0351,520.1709,275.6883,94.5051,118.2471
P68104,Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1,1187.4186,1895.7621,6984.666,2389.9935,1948.7196,1143.1365
P27635,60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=1 SV=4,294.4506,348.7719,850.7388,697.2525,393.1551,435.4545
O43837,Isocitrate dehydrogenase [NAD] subunit beta_ mitochondrial OS=Homo sapiens GN=IDH3B PE=1 SV=2,125.712,244.1073,1084.4286,471.9945,363.6648,217.1874
Q92930,Ras-related protein Rab-8B OS=Homo sapiens GN=RAB8B PE=1 SV=2,26.1015,51.8109,298.263,91.4115,57.8871,37.3224
Q13153,Serine/threonine-protein kinase PAK 1 OS=Homo sapiens GN=PAK1 PE=1 SV=2,237.6069,33.2031,324.2478,39.2892,9.5595,15.6822
Q13155,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens GN=AIMP2 PE=1 SV=2,170.8701,116.2605,613.6875,140.7264,201.8808,106.3509
Q14195,Dihydropyrimidinase-related protein 3 OS=Homo sapiens GN=DPYSL3 PE=1 SV=1,142.0794,226.4442,1166.9592,638.691,358.0953,299.5152
Q14203,Dynactin subunit 1 OS=Homo sapiens GN=DCTN1 PE=1 SV=3,448.7802,682.1364,2453.1918,961.9602,592.1586,595.7601
P62899,60S ribosomal protein L31 OS=Homo sapiens GN=RPL31 PE=1 SV=1,517.4199,1160.5872,3537.831,1900.1769,1252.6851,866.5002
P00338,L-lactate dehydrogenase A chain OS=Homo sapiens GN=LDHA PE=1 SV=2,471.9093,1187.5359,3027.681,2366.2053,1754.4825,863.9259
Q9UKU6,Thyrotropin-releasing hormone-degrading ectoenzyme OS=Homo sapiens GN=TRHDE PE=2 SV=1,47.6724,30.9456,281.9145,138.4353,120.8541,83.0298
Q58FG1,Putative heat shock protein HSP 90-alpha A4 OS=Homo sapiens GN=HSP90AA4P PE=5 SV=1,6.963,75.4065,442.3491,56.4162,54.1215,15.3924
Q58FG0,Putative heat shock protein HSP 90-alpha A5 OS=Homo sapiens GN=HSP90AA5P PE=1 SV=1,32.9589,65.5452,86.3373,99.7317,77.7918,37.4784
P68032,Actin_ alpha cardiac muscle 1 OS=Homo sapiens GN=ACTC1 PE=1 SV=1,1360.4994,924.6105,3150.801,2098.7715,1429.2801,3.6657
P07814,Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5,139.0668,324.8853,1602.8151,702.7128,448.7217,341.3184
O43169,Cytochrome b5 type B OS=Homo sapiens GN=CYB5B PE=1 SV=2,17.7468,81.6684,408.0063,133.7055,119.6904,86.3196
P22102,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens GN=GART PE=1 SV=1,284.5758,94.6971,844.1574,256.7901,203.9376,116.6562
O75643,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2,373.0923,316.3074,1699.4574,717.5649,465.9117,320.919
P14649,Myosin light chain 6B OS=Homo sapiens GN=MYL6B PE=1 SV=1,44.7216,6.6615,74.7399,43.1538,37.983,25.68
Q96K37,Solute carrier family 35 member E1 OS=Homo sapiens GN=SLC35E1 PE=1 SV=2,51.4767,63.261,234.3978,120.4533,113.9313,94.23
P04040,Catalase OS=Homo sapiens GN=CAT PE=1 SV=3,177.207,180.159,860.2191,490.1289,250.2264,135.8544
P32322,Pyrroline-5-carboxylate reductase 1_ mitochondrial OS=Homo sapiens GN=PYCR1 PE=1 SV=2,110.4255,90.8166,443.9652,299.5443,161.208,124.3467
Q13085,Acetyl-CoA carboxylase 1 OS=Homo sapiens GN=ACACA PE=1 SV=2,140.4114,160.0092,676.2978,206.031,248.6007,139.4655
O43765,Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens GN=SGTA PE=1 SV=1,23.2044,61.6617,480.918,406.1418,83.6934,69.9354
Q02978,Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens GN=SLC25A11 PE=1 SV=3,148.2027,211.761,1013.838,299.127,312.4182,167.0115
Q86YN1,Dolichyldiphosphatase 1 OS=Homo sapiens GN=DOLPP1 PE=1 SV=1,94.1064,80.5668,726.9816,122.7591,148.0896,115.4229
Q14738,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo sapiens GN=PPP2R5D PE=1 SV=1,58.0311,577.5882,129.7746,311.0223,200.1354,310.0878
P61106,Ras-related protein Rab-14 OS=Homo sapiens GN=RAB14 PE=1 SV=4,510.54,784.5939,3780.006,1235.1666,1170.9405,579.6768
Q13330,Metastasis-associated protein MTA1 OS=Homo sapiens GN=MTA1 PE=1 SV=2,30.4374,149.3082,259.3617,131.1264,125.2158,78.024
Q5JS54,Proteasome assembly chaperone 4 OS=Homo sapiens GN=PSMG4 PE=2 SV=2,50.7957,43.9362,368.7324,179.6454,47.7174,44.8614
P60660,Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=1 SV=2,519.4629,990.0375,3464.508,1972.9914,1427.8257,1195.7745
P46940,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,487.1475,820.2687,4102.974,1255.8525,1024.665,803.2572
O43491,Band 4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=1 SV=1,149.3256,264.5832,1740.5985,512.1723,273.0711,185.9502
P27361,Mitogen-activated protein kinase 3 OS=Homo sapiens GN=MAPK3 PE=1 SV=4,42.4425,153.1455,477.3381,315.4371,246.9513,101.7051
Q8IWT6,Leucine-rich repeat-containing protein 8A OS=Homo sapiens GN=LRRC8A PE=1 SV=1,45.9774,59.4087,290.3418,221.4756,152.6901,292.2576
O60264,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1,72.1035,96.4047,912.7755,336.2247,101.6412,360.3621
P60468,Protein transport protein Sec61 subunit beta OS=Homo sapiens GN=SEC61B PE=1 SV=2,262.2015,296.2788,861.2748,333.1572,357.5691,236.4747
P11586,C-1-tetrahydrofolate synthase_ cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=1 SV=3,88.3815,411.9729,1299.4683,720.3639,408.5907,461.5476
P61353,60S ribosomal protein L27 OS=Homo sapiens GN=RPL27 PE=1 SV=2,243.7674,508.2891,2004.1599,1111.0104,527.421,590.9178
Q9HDC9,Adipocyte plasma membrane-associated protein OS=Homo sapiens GN=APMAP PE=1 SV=2,438.1332,458.0724,1399.8678,1030.1118,691.0383,279.39
P38919,Eukaryotic initiation factor 4A-III OS=Homo sapiens GN=EIF4A3 PE=1 SV=4,110.5695,266.2098,1255.9857,591.3132,419.703,250.3047
Q15019,Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1,695.4015,700.587,4397.139,1553.9646,876.9786,832.3566
Q15645,Pachytene checkpoint protein 2 homolog OS=Homo sapiens GN=TRIP13 PE=1 SV=2,26.1489,160.9707,578.655,304.194,169.4982,153.8649
Q16352,Alpha-internexin OS=Homo sapiens GN=INA PE=1 SV=2,30.7845,94.2606,998.7756,45.1545,39.429,127.4151
P62318,Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens GN=SNRPD3 PE=1 SV=1,309.0027,454.8549,2738.739,1067.3694,675.3096,476.4024
P62316,Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens GN=SNRPD2 PE=1 SV=1,9.0597,229.89,1086.1434,327.8298,181.6221,153.7497
P62314,Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens GN=SNRPD1 PE=1 SV=1,308.1405,166.5153,1782.228,808.2435,543.7425,322.257
O95486,Protein transport protein Sec24A OS=Homo sapiens GN=SEC24A PE=1 SV=2,98.1276,152.7828,741.7155,395.8506,290.1981,135.864
O60313,Dynamin-like 120 kDa protein_ mitochondrial OS=Homo sapiens GN=OPA1 PE=1 SV=3,93.807,92.8305,774.3876,171.8715,254.6652,52.5414
Q53HC9,Protein TSSC1 OS=Homo sapiens GN=TSSC1 PE=1 SV=2,34.0383,37.0437,236.6337,39.2829,37.7574,45.6036
