protein.Accession,protein.Description,protein.fmolOnColumn -> 1+TGFB+1+to+12_IA_final_protein,protein.ngramOnColumn -> 1+TGFB+1+to+12_IA_final_protein,protein.fmolOnColumn -> 2+None+1+to+12_IA_final_protein,protein.ngramOnColumn -> 2+None+1+to+12_IA_final_protein,protein.fmolOnColumn -> LW_120613_1NONE_REPEAT_001_IA_final_protein,protein.ngramOnColumn -> LW_120613_1NONE_REPEAT_001_IA_final_protein,protein.fmolOnColumn -> LW_290513_2TGFB_001_IA_final_protein,protein.ngramOnColumn -> LW_290513_2TGFB_001_IA_final_protein,protein.fmolOnColumn -> LW_290513_3NONE_001_IA_final_protein,protein.ngramOnColumn -> LW_290513_3NONE_001_IA_final_protein,protein.fmolOnColumn -> LW_290513_3TGFB_001_IA_final_protein,protein.ngramOnColumn -> LW_290513_3TGFB_001_IA_final_protein,Present_NumFiles
Q9P000,COMM domain-containing protein 9 OS=Homo sapiens GN=COMMD9 PE=1 SV=2,30.295,0.6679,40.0054,0.882,12.1511,0.2679,20.3777,0.4493,71.6738,1.5802,23.568,0.5196,6
B2RPK0,Putative high mobility group protein B1-like 1 OS=Homo sapiens GN=HMGB1P1 PE=5 SV=1,4.4125,0.1077,5.0401,0.123,25.2326,0.6159,11.3522,0.2771,12.8173,0.3129,6.3867,0.1559,6
P31689,DnaJ homolog subfamily A member 1 OS=Homo sapiens GN=DNAJA1 PE=1 SV=2,185.5854,8.4645,46.7888,2.134,20.704,0.9443,126.4656,5.768,298.7491,13.6258,76.7226,3.4993,6
Q15046,Lysine--tRNA ligase OS=Homo sapiens GN=KARS PE=1 SV=3,117.3241,8.0372,52.784,3.6159,39.0955,2.6782,96.4318,6.606,403.3377,27.6304,79.5668,5.4507,6
Q15424,Scaffold attachment factor B1 OS=Homo sapiens GN=SAFB PE=1 SV=4,75.6176,7.796,24.6454,2.5409,55.2794,5.6992,59.4005,6.1241,153.9801,15.875,25.9662,2.6771,6
P02538,Keratin_ type II cytoskeletal 6A OS=Homo sapiens GN=KRT6A PE=1 SV=3,18.8872,1.1395,60.966,3.6781,31.3532,1.8915,10.1895,0.6147,25.0206,1.5095,11.7974,0.7117,6
P49915,GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens GN=GMPS PE=1 SV=1,157.2586,12.1808,72.4628,5.6127,106.1768,8.2241,118.478,9.1769,442.7498,34.294,91.1517,7.0603,6
P02533,Keratin_ type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4,29.1295,1.5119,75.4795,3.9177,118.8152,6.167,77.2612,4.0101,36.7967,1.9099,47.1707,2.4483,6
P16930,Fumarylacetoacetase OS=Homo sapiens GN=FAH PE=1 SV=2,134.7113,6.3009,56.8687,2.66,61.7702,2.8892,84.2688,3.9416,367.3387,17.1818,72.1733,3.3758,6
P04264,Keratin_ type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6,465.6582,30.8312,591.9012,39.1897,622.6965,41.2287,485.1159,32.1195,1516.354,100.3976,416.1219,27.5514,6
P09619,Platelet-derived growth factor receptor beta OS=Homo sapiens GN=PDGFRB PE=1 SV=1,173.2586,21.6663,93.0963,11.6419,62.0931,7.7649,119.7327,14.9728,491.9722,61.522,90.6641,11.3377,6
Q01780,Exosome component 10 OS=Homo sapiens GN=EXOSC10 PE=1 SV=2,32.7678,3.3302,18.9053,1.9213,32.9357,3.3472,15.1305,1.5377,82.3263,8.3668,12.7086,1.2916,6
P31350,Ribonucleoside-diphosphate reductase subunit M2 OS=Homo sapiens GN=RRM2 PE=1 SV=1,43.1688,1.9496,14.925,0.6741,41.3125,1.8658,23.0093,1.0392,113.2903,5.1165,38.9545,1.7593,6
P18206,Vinculin OS=Homo sapiens GN=VCL PE=1 SV=4,788.229,98.0319,492.6035,61.265,329.5295,40.9835,763.5745,94.9657,2434.75,302.8095,516.6746,64.2587,6
O60504,Vinexin OS=Homo sapiens GN=SORBS3 PE=1 SV=2,79.3404,5.9957,37.4934,2.8333,17.9608,1.3573,48.961,3.6999,714.0179,53.9578,29.3253,2.2161,6
Q9BV73,Centrosome-associated protein CEP250 OS=Homo sapiens GN=CEP250 PE=1 SV=2,143.7258,40.5378,78.1945,22.0547,165.4913,46.6768,83.2947,23.4933,369.9081,104.3326,73.133,20.6271,6
O60506,Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2,480.5027,33.5539,224.0068,15.6426,115.001,8.0306,345.0855,24.0976,457.0506,31.9162,149.7645,10.4582,6
P05198,Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens GN=EIF2S1 PE=1 SV=3,243.7648,8.8724,141.9015,5.1648,82.6827,3.0094,193.1167,7.0289,670.3077,24.3974,114.1011,4.153,6
Q96AX1,Vacuolar protein sorting-associated protein 33A OS=Homo sapiens GN=VPS33A PE=1 SV=1,58.0824,3.9502,18.6046,1.2653,39.0723,2.6573,23.236,1.5803,146.2212,9.9445,109.8786,7.4729,6
P07437,Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2,911.8328,45.7076,653.6149,32.7639,452.2889,22.672,785.7778,39.3888,1295.338,64.9316,538.7835,27.0077,6
Q5T2N8,ATPase family AAA domain-containing protein 3C OS=Homo sapiens GN=ATAD3C PE=1 SV=2,2.9589,0.1381,23.3441,1.0893,17.6084,0.8217,36.7081,1.713,127.2097,5.9362,29.8304,1.392,6
Q9Y490,Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3,704.9871,191.7104,351.1389,95.4868,323.4227,87.9498,519.1879,141.1851,1746.612,474.9641,381.8252,103.8315,6
P43243,Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=2,473.5886,45.0556,335.6967,31.937,129.2241,12.2939,450.4781,42.857,967.3694,92.0323,342.9905,32.631,6
P08107,Heat shock 70 kDa protein 1A/1B OS=Homo sapiens GN=HSPA1A PE=1 SV=5,199.9489,14.0639,136.1845,9.5789,45.5479,3.2037,167.2733,11.7656,539.6195,37.9555,134.0685,9.43,6
O75915,PRA1 family protein 3 OS=Homo sapiens GN=ARL6IP5 PE=1 SV=1,125.5517,2.7138,95.2412,2.0586,59.8898,1.2945,117.2889,2.5352,374.7472,8.1001,83.3855,1.8024,6
O60641,Clathrin coat assembly protein AP180 OS=Homo sapiens GN=SNAP91 PE=1 SV=2,24.463,2.2685,55.3117,5.1291,41.0492,3.8065,22.8163,2.1158,69.0884,6.4066,20.062,1.8604,6
Q9Y3D9,28S ribosomal protein S23_ mitochondrial OS=Homo sapiens GN=MRPS23 PE=1 SV=2,28.2985,0.6177,13.203,0.2882,16.0894,0.3512,7.5675,0.1652,63.7674,1.3919,22.5821,0.4929,6
P27708,CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3,175.0031,42.9322,124.0676,30.4365,99.6515,24.4467,137.5432,33.7424,414.9937,101.8072,121.3615,29.7727,6
Q7Z6B7,SLIT-ROBO Rho GTPase-activating protein 1 OS=Homo sapiens GN=SRGAP1 PE=1 SV=1,80.2242,10.0422,49.0061,6.1344,18.3466,2.2966,47.9544,6.0028,196.154,24.554,45.4675,5.6915,6
P16949,Stathmin OS=Homo sapiens GN=STMN1 PE=1 SV=3,123.215,2.1319,128.9961,2.232,182.8473,3.1637,87.0284,1.5058,532.8718,9.22,152.4111,2.6371,6
O00410,Importin-5 OS=Homo sapiens GN=IPO5 PE=1 SV=4,517.5787,64.7558,232.2017,29.0514,51.2813,6.416,368.0002,46.0416,890.9349,111.4675,283.5331,35.4737,6
Q9Y4L1,Hypoxia up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=1 SV=1,204.8567,22.8546,116.8645,13.0378,141.0723,15.7386,138.6132,15.4642,568.6972,63.446,116.894,13.0411,6
Q02539,Histone H1.1 OS=Homo sapiens GN=HIST1H1A PE=1 SV=3,29.5606,0.6457,2.7463,0.06,46.5136,1.016,33.6001,0.7339,48.7917,1.0657,10.6403,0.2324,6
Q13283,Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens GN=G3BP1 PE=1 SV=1,471.6116,24.6282,277.1591,14.4736,185.5239,9.6883,314.9836,16.4489,1007.67,52.6219,299.2534,15.6274,6
Q92643,GPI-anchor transamidase OS=Homo sapiens GN=PIGK PE=1 SV=2,73.8955,3.365,21.7533,0.9906,18.1064,0.8245,39.0949,1.7803,78.1203,3.5574,18.5749,0.8458,6
Q13045,Protein flightless-1 homolog OS=Homo sapiens GN=FLII PE=1 SV=2,190.4426,27.8492,86.1601,12.5995,147.8766,21.6246,137.1254,20.0524,688.152,100.6313,90.0723,13.1716,6
Q15392,Delta(24)-sterol reductase OS=Homo sapiens GN=DHCR24 PE=1 SV=2,15.9841,0.9725,22.3559,1.3602,15.7887,0.9606,18.4463,1.1223,98.6323,6.0011,15.674,0.9536,6
Q96EY7,Pentatricopeptide repeat-containing protein 3_ mitochondrial OS=Homo sapiens GN=PTCD3 PE=1 SV=3,57.6456,4.5675,33.0999,2.6226,18.2478,1.4458,43.9962,3.486,117.1927,9.2857,30.2674,2.3982,6
P23258,Tubulin gamma-1 chain OS=Homo sapiens GN=TUBG1 PE=1 SV=2,109.2465,5.6275,50.0322,2.5773,48.9485,2.5214,82.4219,4.2457,217.4309,11.2003,49.0522,2.5268,6
Q9NPQ8,Synembryn-A OS=Homo sapiens GN=RIC8A PE=1 SV=3,144.0914,8.6776,70.4735,4.2441,71.3541,4.2972,115.3658,6.9477,376.5232,22.6753,83.8992,5.0527,6
Q9H488,GDP-fucose protein O-fucosyltransferase 1 OS=Homo sapiens GN=POFUT1 PE=1 SV=1,199.7311,8.8705,77.8773,3.4587,13.0785,0.5808,97.2832,4.3205,420.0541,18.6555,82.0285,3.6431,6
Q86VR2,Protein FAM134C OS=Homo sapiens GN=FAM134C PE=1 SV=1,27.3426,1.4162,24.2889,1.2581,12.017,0.6224,13.5349,0.701,121.3311,6.2844,30.5649,1.5831,6
P62081,40S ribosomal protein S7 OS=Homo sapiens GN=RPS7 PE=1 SV=1,407.0205,9.0061,206.7015,4.5737,35.9329,0.7951,339.1737,7.5049,1281.954,28.3656,267.1273,5.9107,6
P41240,Tyrosine-protein kinase CSK OS=Homo sapiens GN=CSK PE=1 SV=1,65.4744,3.3572,13.9943,0.7176,18.4123,0.9441,37.9872,1.9478,185.7362,9.5236,22.3857,1.1478,6
O43292,Glycosylphosphatidylinositol anchor attachment 1 protein OS=Homo sapiens GN=GPAA1 PE=1 SV=3,89.2832,6.0682,6.2168,0.4225,25.1546,1.7096,12.4411,0.8456,220.9147,15.0146,46.502,3.1605,6
O43294,Transforming growth factor beta-1-induced transcript 1 protein OS=Homo sapiens GN=TGFB1I1 PE=1 SV=2,163.9122,8.4175,49.2687,2.5301,73.9414,3.7972,88.0895,4.5237,254.7162,13.0807,59.3614,3.0484,6
O96000,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens GN=NDUFB10 PE=1 SV=3,30.8832,0.6505,29.313,0.6174,27.3059,0.5751,20.0978,0.4233,123.3519,2.598,26.3231,0.5544,6
Q9Y5Z4,Heme-binding protein 2 OS=Homo sapiens GN=HEBP2 PE=1 SV=1,29.131,0.6664,27.3366,0.6253,15.8,0.3614,28.1156,0.6432,106.6524,2.4397,25.2904,0.5785,6
P25705,ATP synthase subunit alpha_ mitochondrial OS=Homo sapiens GN=ATP5A1 PE=1 SV=1,713.5436,42.7161,417.1211,24.9709,399.0927,23.8916,520.225,31.1432,1961.396,117.4186,413.7417,24.7686,6
Q96CW1,AP-2 complex subunit mu OS=Homo sapiens GN=AP2M1 PE=1 SV=2,102.6796,5.1337,71.8887,3.5942,36.1783,1.8088,97.7663,4.888,276.2624,13.8123,71.7556,3.5876,6
Q96RF0,Sorting nexin-18 OS=Homo sapiens GN=SNX18 PE=1 SV=2,147.2265,10.2187,77.3847,5.3711,44.6043,3.0959,101.2885,7.0302,410.3559,28.4819,85.2042,5.9138,6
Q9P258,Protein RCC2 OS=Homo sapiens GN=RCC2 PE=1 SV=2,48.8509,2.776,25.4821,1.448,24.8326,1.4111,54.9342,3.1217,101.6904,5.7787,16.1452,0.9175,6
P61313,60S ribosomal protein L15 OS=Homo sapiens GN=RPL15 PE=1 SV=2,632.0353,15.3333,415.42,10.0782,189.6284,4.6004,577.2603,14.0044,1953.803,47.3996,438.2202,10.6313,6
Q13464,Rho-associated protein kinase 1 OS=Homo sapiens GN=ROCK1 PE=1 SV=1,190.7726,30.3713,104.9239,16.704,104.1399,16.5792,150.447,23.9514,560.5988,89.2481,145.6358,23.1854,6
Q3SY84,Keratin_ type II cytoskeletal 71 OS=Homo sapiens GN=KRT71 PE=1 SV=3,4.7654,0.2755,10.9034,0.6303,6.7111,0.3879,36.7271,2.123,29.6232,1.7124,9.9909,0.5775,6
Q13263,Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5,144.8128,13.0791,89.2788,8.0635,67.0374,6.0547,107.027,9.6664,367.4739,33.1894,64.3199,5.8092,6
O75131,Copine-3 OS=Homo sapiens GN=CPNE3 PE=1 SV=1,166.4855,10.1533,84.9488,5.1807,76.9343,4.6919,102.817,6.2704,380.579,23.21,51.9248,3.1667,6
Q02790,Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens GN=FKBP4 PE=1 SV=3,139.4829,7.2656,70.432,3.6688,31.4322,1.6373,97.3156,5.0691,345.6265,18.0036,87.9729,4.5825,6
Q16555,Dihydropyrimidinase-related protein 2 OS=Homo sapiens GN=DPYSL2 PE=1 SV=1,226.0121,14.1822,104.1438,6.535,166.4832,10.4468,118.0954,7.4105,706.1159,44.3087,84.8279,5.3229,6
P61006,Ras-related protein Rab-8A OS=Homo sapiens GN=RAB8A PE=1 SV=1,70.5444,1.6817,76.3796,1.8208,29.0088,0.6915,93.7712,2.2354,359.1671,8.5623,56.0643,1.3365,6
Q9UBW8,COP9 signalosome complex subunit 7a OS=Homo sapiens GN=COPS7A PE=1 SV=1,49.8645,1.5183,19.8322,0.6038,8.1461,0.248,34.8899,1.0623,166.3245,5.0642,38.0563,1.1587,6
P21399,Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3,204.6032,20.2378,122.5787,12.1245,51.0355,5.048,141.1457,13.961,457.8787,45.2898,66.3797,6.5658,6
P22626,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2,508.9626,19.0794,359.4705,13.4754,297.66,11.1583,513.2205,19.239,1517.824,56.8984,429.3706,16.0957,6
Q15738,Sterol-4-alpha-carboxylate 3-dehydrogenase_ decarboxylating OS=Homo sapiens GN=NSDHL PE=1 SV=2,74.7234,3.1522,32.2848,1.362,14.7258,0.6212,70.9242,2.992,193.6503,8.1692,31.4705,1.3276,6
P36957,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex_ mitochondrial OS=Homo sapiens GN=DLST PE=1 SV=4,131.5252,6.4576,56.0602,2.7524,33.7026,1.6547,35.1184,1.7242,423.0568,20.7711,108.1326,5.309,6
P19793,Retinoic acid receptor RXR-alpha OS=Homo sapiens GN=RXRA PE=1 SV=1,41.1686,2.1224,27.428,1.414,8.629,0.4449,34.841,1.7962,13.666,0.7045,16.1767,0.834,6
Q9UFG5,UPF0449 protein C19orf25 OS=Homo sapiens GN=C19orf25 PE=1 SV=2,78.4227,1.0144,19.3938,0.2509,13.6643,0.1767,38.7469,0.5012,144.0391,1.8631,25.7329,0.3328,6
P12074,Cytochrome c oxidase subunit 6A1_ mitochondrial OS=Homo sapiens GN=COX6A1 PE=1 SV=4,37.49,0.4557,132.6497,1.6123,84.5163,1.0273,136.4923,1.659,63.3663,0.7702,67.0741,0.8153,6
P54136,Arginine--tRNA ligase_ cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2,282.1662,21.4947,131.2557,9.9987,73.5565,5.6034,159.9963,12.1881,471.7014,35.933,141.7963,10.8017,6
Q9NY33,Dipeptidyl peptidase 3 OS=Homo sapiens GN=DPP3 PE=1 SV=2,238.3122,19.7636,93.3945,7.7453,14.3641,1.1912,178.8583,14.833,628.1265,52.0914,121.5038,10.0765,6
P36551,Coproporphyrinogen-III oxidase_ mitochondrial OS=Homo sapiens GN=CPOX PE=1 SV=3,96.7687,4.9304,54.2103,2.762,63.3154,3.2259,63.9977,3.2607,163.4386,8.3273,44.7545,2.2803,6
Q9Y5L0,Transportin-3 OS=Homo sapiens GN=TNPO3 PE=1 SV=3,109.5969,11.6204,44.3433,4.7017,47.0832,4.9922,53.4973,5.6722,250.8437,26.5966,57.8348,6.1321,6
Q06830,Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1,720.8236,16.1021,346.7479,7.7458,461.7996,10.3159,554.1454,12.3788,1822.887,40.7205,313.4349,7.0017,6
Q06787,Fragile X mental retardation protein 1 OS=Homo sapiens GN=FMR1 PE=1 SV=1,64.4413,4.6086,21.8203,1.5605,15.7579,1.127,40.1822,2.8737,98.0238,7.0103,17.8676,1.2778,6
O00116,Alkyldihydroxyacetonephosphate synthase_ peroxisomal OS=Homo sapiens GN=AGPS PE=1 SV=1,111.7704,8.2386,44.173,3.256,30.4931,2.2477,66.5506,4.9055,340.4417,25.0941,44.976,3.3152,6
P30520,Adenylosuccinate synthetase isozyme 2 OS=Homo sapiens GN=ADSS PE=1 SV=3,76.0501,3.8403,56.498,2.853,26.1894,1.3225,73.8614,3.7298,103.1979,5.2111,34.3247,1.7333,6
P49748,Very long-chain specific acyl-CoA dehydrogenase_ mitochondrial OS=Homo sapiens GN=ACADVL PE=1 SV=1,321.3514,22.7483,162.0791,11.4735,151.4019,10.7177,162.9691,11.5365,787.1316,55.7206,153.4684,10.8639,6
P38646,Stress-70 protein_ mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2,312.2986,23.0994,161.2562,11.9274,604.5234,44.714,190.3421,14.0788,811.8188,60.0468,272.2438,20.1367,6
P49588,Alanine--tRNA ligase_ cytoplasmic OS=Homo sapiens GN=AARS PE=1 SV=2,158.883,17.0882,66.0948,7.1086,49.4903,5.3228,127.8693,13.7526,224.1218,24.1047,78.0581,8.3953,6
P49589,Cysteine--tRNA ligase_ cytoplasmic OS=Homo sapiens GN=CARS PE=1 SV=3,76.513,6.5922,57.8028,4.9802,47.1149,4.0593,85.7691,7.3897,197.2339,16.9932,50.1993,4.3251,6
P09972,Fructose-bisphosphate aldolase C OS=Homo sapiens GN=ALDOC PE=1 SV=2,30.6343,1.2209,34.665,1.3816,13.7258,0.547,30.226,1.2047,111.6222,4.4487,0.5074,0.0202,6
P60842,Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1,765.6707,35.5135,371.1138,17.2131,408.8442,18.9631,513.9378,23.8375,1782.568,82.6794,487.8864,22.6292,6
P47756,F-actin-capping protein subunit beta OS=Homo sapiens GN=CAPZB PE=1 SV=4,161.6832,5.115,85.3544,2.7002,12.5064,0.3956,142.5772,4.5105,292.6176,9.2572,78.6451,2.488,6
P47755,F-actin-capping protein subunit alpha-2 OS=Homo sapiens GN=CAPZA2 PE=1 SV=3,274.9704,9.1228,146.765,4.8693,85.8813,2.8493,242.668,8.0511,706.4763,23.4389,107.7619,3.5752,6
Q8TDD1,ATP-dependent RNA helicase DDX54 OS=Homo sapiens GN=DDX54 PE=1 SV=2,52.5128,5.1925,22.6706,2.2417,13.3726,1.3223,32.2201,3.1859,99.227,9.8116,28.2791,2.7962,6
P06733,Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2,1270.205,60.349,1027.021,48.795,563.2183,26.7592,1112.243,52.844,4581.379,217.6668,1044.082,49.6056,6
P55084,Trifunctional enzyme subunit beta_ mitochondrial OS=Homo sapiens GN=HADHB PE=1 SV=3,163.1941,8.4175,104.3554,5.3826,56.4199,2.9101,138.6688,7.1525,480.095,24.7632,97.807,5.0449,6
Q9Y6Y8,SEC23-interacting protein OS=Homo sapiens GN=SEC23IP PE=1 SV=1,142.3026,15.9039,50.9251,5.6914,27.0388,3.0219,63.5717,7.1048,332.1803,37.1248,53.7964,6.0123,6
P55735,Protein SEC13 homolog OS=Homo sapiens GN=SEC13 PE=1 SV=3,204.1674,7.361,82.703,2.9818,16.2114,0.5845,86.3727,3.1141,239.6441,8.6401,77.0005,2.7762,6
Q9NZN4,EH domain-containing protein 2 OS=Homo sapiens GN=EHD2 PE=1 SV=2,410.7804,25.1942,231.095,14.1737,96.0421,5.8905,284.6667,17.4593,1064.281,65.2751,240.734,14.7648,6
Q9NZN3,EH domain-containing protein 3 OS=Homo sapiens GN=EHD3 PE=1 SV=2,29.732,1.812,44.8202,2.7315,29.2022,1.7797,25.3672,1.546,57.9384,3.531,13.9408,0.8496,6
Q9BRX2,Protein pelota homolog OS=Homo sapiens GN=PELO PE=1 SV=2,77.8433,3.4107,18.1559,0.7955,24.7187,1.0831,27.1084,1.1878,110.2237,4.8295,54.9475,2.4075,6
P25398,40S ribosomal protein S12 OS=Homo sapiens GN=RPS12 PE=1 SV=3,234.1525,3.4922,149.3309,2.2271,42.8156,0.6386,160.1553,2.3886,254.6178,3.7974,100.5159,1.4991,6
P37198,Nuclear pore glycoprotein p62 OS=Homo sapiens GN=NUP62 PE=1 SV=3,83.2235,4.4463,24.4645,1.307,21.1385,1.1293,41.5222,2.2184,100.4871,5.3686,20.8664,1.1148,6
Q96NE9,FERM domain-containing protein 6 OS=Homo sapiens GN=FRMD6 PE=1 SV=1,70.2516,5.1213,12.7698,0.9309,18.2809,1.3327,58.798,4.2863,62.3905,4.5482,20.1745,1.4707,6
P51659,Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=3,176.1081,14.1138,94.8893,7.6047,91.1423,7.3044,111.9687,8.9735,474.95,38.0638,89.8778,7.203,6
P56192,Methionine--tRNA ligase_ cytoplasmic OS=Homo sapiens GN=MARS PE=1 SV=2,195.5806,20.0105,65.1034,6.661,29.6142,3.0299,92.6065,9.4749,404.6916,41.4054,66.3863,6.7922,6
P56199,Integrin alpha-1 OS=Homo sapiens GN=ITGA1 PE=1 SV=2,134.2176,17.7688,93.6173,12.3938,16.5253,2.1877,128.966,17.0735,311.7543,41.2724,87.7519,11.6173,6
P20700,Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2,193.3008,12.8919,124.3826,8.2955,13.5905,0.9064,162.9666,10.8688,576.0504,38.4189,121.9281,8.1318,6
P55884,Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens GN=EIF3B PE=1 SV=3,242.1599,22.492,101.0345,9.3842,101.6482,9.4412,144.2829,13.4011,529.3128,49.1631,137.2319,12.7462,6
P12956,X-ray repair cross-complementing protein 6 OS=Homo sapiens GN=XRCC6 PE=1 SV=2,525.5348,36.8549,257.48,18.0566,216.5366,15.1854,387.4481,27.1711,1179.777,82.7358,319.1987,22.3849,6
Q14980,Nuclear mitotic apparatus protein 1 OS=Homo sapiens GN=NUMA1 PE=1 SV=2,230.7451,55.2273,86.1439,20.618,100.6109,24.0805,151.7221,36.3137,516.0863,123.5218,90.0997,21.5648,6
Q13813,Spectrin alpha chain_ non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1 PE=1 SV=3,584.9269,166.902,268.7018,76.6709,222.6865,63.541,360.2641,102.7971,1175.181,335.3239,240.7182,68.6861,6
P07737,Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2,743.0472,11.3132,597.4804,9.0968,208.5447,3.1752,785.8354,11.9646,2042.197,31.0932,382.0509,5.8169,6
Q9Y6C9,Mitochondrial carrier homolog 2 OS=Homo sapiens GN=MTCH2 PE=1 SV=1,115.496,3.922,74.8836,2.5429,41.001,1.3923,100.5444,3.4143,246.965,8.3865,28.1182,0.9548,6
P28066,Proteasome subunit alpha type-5 OS=Homo sapiens GN=PSMA5 PE=1 SV=3,329.5641,8.7605,194.7024,5.1756,163.426,4.3442,213.2594,5.6689,885.9191,23.5497,188.6395,5.0144,6
P28062,Proteasome subunit beta type-8 OS=Homo sapiens GN=PSMB8 PE=1 SV=3,28.3632,0.8707,26.4786,0.8128,17.4092,0.5344,21.1774,0.6501,61.931,1.9011,10.646,0.3268,6
Q9NZJ7,Mitochondrial carrier homolog 1 OS=Homo sapiens GN=MTCH1 PE=1 SV=1,30.8154,1.2908,22.0237,0.9225,37.5064,1.571,25.4402,1.0656,434.1688,18.1858,7.7759,0.3257,6
P62910,60S ribosomal protein L32 OS=Homo sapiens GN=RPL32 PE=1 SV=2,190.613,3.0448,88.9154,1.4203,29.2757,0.4676,137.8053,2.2013,439.5734,7.0217,120.3313,1.9222,6
P62913,60S ribosomal protein L11 OS=Homo sapiens GN=RPL11 PE=1 SV=2,332.2011,6.8037,192.7604,3.9478,10.7679,0.2205,314.6506,6.4442,777.3412,15.9204,242.1671,4.9597,6
O76003,Glutaredoxin-3 OS=Homo sapiens GN=GLRX3 PE=1 SV=2,244.4463,9.2198,103.8213,3.9159,23.374,0.8816,123.8985,4.6731,566.5427,21.3684,127.511,4.8094,6
P62917,60S ribosomal protein L8 OS=Homo sapiens GN=RPL8 PE=1 SV=2,460.8759,13.021,263.2986,7.4389,97.7234,2.761,323.7316,9.1463,986.5261,27.8721,291.3622,8.2318,6
P55957,BH3-interacting domain death agonist OS=Homo sapiens GN=BID PE=1 SV=1,197.6407,4.3809,78.8092,1.7469,46.1991,1.024,146.22,3.2411,422.9047,9.374,97.7526,2.1668,6
Q08431,Lactadherin OS=Homo sapiens GN=MFGE8 PE=1 SV=2,130.6486,5.7383,59.5311,2.6147,45.3376,1.9913,100.8097,4.4277,318.2838,13.9795,66.0429,2.9007,6
Q10471,Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens GN=GALNT2 PE=1 SV=1,114.8175,7.5176,60.6171,3.9689,62.0028,4.0596,64.1896,4.2028,324.088,21.2194,54.0488,3.5388,6
P07384,Calpain-1 catalytic subunit OS=Homo sapiens GN=CAPN1 PE=1 SV=1,237.8862,19.6298,161.4191,13.3199,102.896,8.4907,138.2549,11.4084,752.4649,62.0915,103.7992,8.5652,6
O00429,Dynamin-1-like protein OS=Homo sapiens GN=DNM1L PE=1 SV=2,158.6146,13.0683,60.7656,5.0065,280.0969,23.0773,150.2599,12.38,266.6979,21.9734,57.6459,4.7495,6
P06396,Gelsolin OS=Homo sapiens GN=GSN PE=1 SV=1,431.4215,37.144,229.0792,19.723,99.6132,8.5764,270.6622,23.3032,1440.604,124.0315,216.787,18.6647,6
Q9NTX5,Ethylmalonyl-CoA decarboxylase OS=Homo sapiens GN=ECHDC1 PE=1 SV=2,169.9442,5.7559,107.2634,3.6329,47.4416,1.6068,112.183,3.7995,473.9804,16.0533,101.8033,3.448,6
P50552,Vasodilator-stimulated phosphoprotein OS=Homo sapiens GN=VASP PE=1 SV=3,240.828,9.6333,119.7029,4.7882,93.227,3.7292,190.1043,7.6043,526.7818,21.0717,141.1334,5.6455,6
Q9Y371,Endophilin-B1 OS=Homo sapiens GN=SH3GLB1 PE=1 SV=1,173.7626,7.1384,87.9365,3.6126,95.5423,3.925,91.0758,3.7415,509.0359,20.912,92.9996,3.8206,6
Q9H0U4,Ras-related protein Rab-1B OS=Homo sapiens GN=RAB1B PE=1 SV=1,323.2128,7.2213,42.8638,0.9577,98.737,2.206,166.1852,3.713,471.0861,10.5251,178.9783,3.9988,6
Q9Y376,Calcium-binding protein 39 OS=Homo sapiens GN=CAB39 PE=1 SV=1,81.8881,3.2788,41.5729,1.6646,26.7241,1.07,54.1975,2.1701,218.2789,8.7399,27.1639,1.0876,6
